video_id,views,likes,comments,crawl_date
E2jTsErorxg,3768,107,0,2025-11-25T03:46:04.972269+00:00
E3Nrd60mzs8,371600,5575,35,2025-11-25T03:46:04.972271+00:00
E3mcg3RCtX0,1178,3,0,2025-11-25T03:46:04.972273+00:00
E50AZMsZ54s,1305,30,1,2025-11-25T03:46:04.972276+00:00
E61mrGM6kXE,103122,1256,0,2025-11-25T03:46:04.972278+00:00
E7gh6buVzfk,67,0,0,2025-11-25T03:46:04.972280+00:00
EARoAbsQF6c,88630,486,4,2025-11-25T03:46:04.972283+00:00
EB1pdV4Rtpo,252838,1153,230,2025-11-25T03:46:04.972285+00:00
EBCmePVNqMo,1192,4,0,2025-11-25T03:46:04.972288+00:00
EBHMsYmJjSU,32217,790,6,2025-11-25T03:46:04.972291+00:00
ECFJjw2nS_4,2006729,26897,300,2025-11-25T03:46:04.972293+00:00
EEZO5LTWWJ8,36943,160,0,2025-11-25T03:46:04.972296+00:00
EFKbL9PKEiQ,18,4,32,2025-11-25T03:46:04.972298+00:00
EFPxhIxgWYE,29667,183,13,2025-11-25T03:46:04.972300+00:00
EI4nVYYcnCc,97676,0,5,2025-11-25T03:46:04.972302+00:00
EIBICaT1zEw,1789,0,0,2025-11-25T03:46:04.972305+00:00
EK2NrMpj-Fs,1096,7,0,2025-11-25T03:46:04.972307+00:00
EMkzEerIdTU,7231247,173942,1652,2025-11-25T03:46:04.972309+00:00
ENGzdqitySg,5294,20,0,2025-11-25T03:46:04.972311+00:00
EOhiRxFYRqg,20,0,0,2025-11-25T03:46:04.972314+00:00
ETsG5uVM4Cw,13705,393,0,2025-11-25T03:46:04.972316+00:00
EU7thwvgqOU,1056,6,6,2025-11-25T03:46:04.972318+00:00
EU8w0-Vx09A,13309,73,0,2025-11-25T03:46:04.972321+00:00
EURWoqR0o5o,1380,0,5,2025-11-25T03:46:04.972323+00:00
EUyM35mMDAc,141,13,0,2025-11-25T03:46:04.972325+00:00
EXq71iz7z9M,13170,632,2,2025-11-25T03:46:04.972327+00:00
EYNAjqnAejQ,47432,358,10,2025-11-25T03:46:05.586464+00:00
Eapv-uNvF88,26378,108,1,2025-11-25T03:46:05.586483+00:00
EbRdRQmARrc,75227,272,6,2025-11-25T03:46:05.586486+00:00
EbULI6dvJjU,1269,10,0,2025-11-25T03:46:05.586489+00:00
Ebbajm8mk94,165119,363,0,2025-11-25T03:46:05.586492+00:00
EcqdE8Ymq3Q,19908,26,1,2025-11-25T03:46:05.586494+00:00
Ect7hthBKhI,64,13,2,2025-11-25T03:46:05.586496+00:00
EdnNo_objic,113172,5771,397,2025-11-25T03:46:05.586499+00:00
EeiS5s8cjwM,1149,12,0,2025-11-25T03:46:05.586501+00:00
Eg9PcwhldCo,7184,81,0,2025-11-25T03:46:05.586504+00:00
EgmXCcC8GKs,2800,96,1,2025-11-25T03:46:05.586506+00:00
Eh9qC1TcYWg,19184,716,6,2025-11-25T03:46:05.586509+00:00
EhGyIe9Rnws,1251,19,0,2025-11-25T03:46:05.586511+00:00
EjMmL01AwiY,1457,2,0,2025-11-25T03:46:05.586514+00:00
EjSTPnqUgsw,50917,0,2,2025-11-25T03:46:05.586516+00:00
EjX-DIkEJlg,12709,520,66,2025-11-25T03:46:05.586518+00:00
EjvfckRUnd8,2478,0,2,2025-11-25T03:46:05.586521+00:00
EkLgcmy1Da0,15873,75,0,2025-11-25T03:46:05.586523+00:00
ElF6fClW-hE,11268,70,2,2025-11-25T03:46:05.586526+00:00
EmoOPP9so00,10667,16,17,2025-11-25T03:46:05.586528+00:00
Eo4R1gWtlWg,31620,0,14,2025-11-25T03:46:05.586530+00:00
Eo8NqYbJBtw,396470,1282,32,2025-11-25T03:46:05.586533+00:00
Eos9ISVmuhI,6653,42,4,2025-11-25T03:46:05.586535+00:00
EqKm6CKUhQk,280,18,0,2025-11-25T03:46:05.586537+00:00
EqPfDsfSuoY,1691,0,0,2025-11-25T03:46:05.586540+00:00
ErDhR_gKsCg,13470584,0,19,2025-11-25T03:46:05.586542+00:00
ErcxH1XVSz0,17481,115,0,2025-11-25T03:46:05.586544+00:00
EsqKfcAS2kA,999,8,0,2025-11-25T03:46:05.586547+00:00
EtVZ6n_1RRM,781,2,0,2025-11-25T03:46:05.586549+00:00
EtgSBvJ_QeI,23769,97,0,2025-11-25T03:46:05.586551+00:00
EuIr-Oj6iLQ,191634,6075,16,2025-11-25T03:46:05.586554+00:00
EwH84v9Xi38,0,0,0,2025-11-25T03:46:05.586556+00:00
EybMBE2jZGk,36673,1606,103,2025-11-25T03:46:05.586558+00:00
EypKOcgRYdY,629,14,0,2025-11-25T03:46:05.586561+00:00
EzE29261n14,5,0,0,2025-11-25T03:46:05.586563+00:00
EzwlofFhpok,34951,187,0,2025-11-25T03:46:05.586565+00:00
F--tGAJe__8,579821,2291,12,2025-11-25T03:46:05.586568+00:00
F-lGlCL1Tc0,13752,52,0,2025-11-25T03:46:05.586570+00:00
F-urFXMn6D0,88615,495,0,2025-11-25T03:46:05.586572+00:00
F05L4DZCUbw,5067,110,1,2025-11-25T03:46:05.586574+00:00
F077W__uync,10227,78,1,2025-11-25T03:46:05.586577+00:00
F0BgzIH_Imw,155026,768,9,2025-11-25T03:46:05.586579+00:00
F1kvo1HxHnQ,15144,229,1,2025-11-25T03:46:05.586582+00:00
F23KKNWi00M,2713,25,4,2025-11-25T03:46:05.586584+00:00
F2IMXYmeX2E,12,0,0,2025-11-25T03:46:05.586594+00:00
F2LnrQ0b9As,4141,146,25,2025-11-25T03:46:05.586597+00:00
F2QT6mot7J0,1403,24,1,2025-11-25T03:46:05.586599+00:00
F4ngRIKq4oo,34253,0,1,2025-11-25T03:46:05.586601+00:00
F6ggS8xAy10,149561,4350,43,2025-11-25T03:46:06.216849+00:00
F6iIty93ir0,526918,1280,0,2025-11-25T03:46:06.216868+00:00
F7J23N0xil0,3601,58,1,2025-11-25T03:46:06.216871+00:00
F8U5DFS5MiU,11257,0,12,2025-11-25T03:46:06.216874+00:00
F8b_7HPYeG8,1707,85,0,2025-11-25T03:46:06.216877+00:00
F8yXNuS5BPg,44819,977,9,2025-11-25T03:46:06.216879+00:00
FBokf96kfaI,54393,1363,69,2025-11-25T03:46:06.216882+00:00
FCAUA-wW9_Q,134821,4563,2891,2025-11-25T03:46:06.216885+00:00
FDSOaOppIaw,11907,95,1,2025-11-25T03:46:06.216888+00:00
FDdzMyJPb3o,629,8,0,2025-11-25T03:46:06.216890+00:00
FDhJBTKFo5g,27612,116,0,2025-11-25T03:46:06.216892+00:00
FEKO3UVpbQQ,1503,117,0,2025-11-25T03:46:06.216895+00:00
FEp1vbS0RTg,850006,0,4,2025-11-25T03:46:06.216897+00:00
FF2SNMphw50,31771,667,0,2025-11-25T03:46:06.216899+00:00
FG5Okd_xPAk,1579,18,0,2025-11-25T03:46:06.216902+00:00
FGmhT3ECwig,752,8,0,2025-11-25T03:46:06.216904+00:00
FH_tI-jJ3EA,11356,85,0,2025-11-25T03:46:06.216906+00:00
FIJxKobWtd0,5457,0,0,2025-11-25T03:46:06.216908+00:00
FIoxbcucedA,849,54,8,2025-11-25T03:46:06.216911+00:00
FK1GRsvGbEA,28409,573,2,2025-11-25T03:46:06.216913+00:00
FLJpkfZIuyY,0,0,0,2025-11-25T03:46:06.216915+00:00
FLYdcKk75ZA,504783,1593,1,2025-11-25T03:46:06.216918+00:00
FM4w5be_dT4,36236,138,0,2025-11-25T03:46:06.216920+00:00
FM8ManglPFc,333,24,3,2025-11-25T03:46:06.216922+00:00
FMe9rFDYvEw,1092,10,3,2025-11-25T03:46:06.216924+00:00
FMxP26_JdcM,15078,128,3,2025-11-25T03:46:06.216927+00:00
FO7YZBa94ZY,7932,707,22,2025-11-25T03:46:06.216929+00:00
FOiNrW-7mk8,7207,138,3,2025-11-25T03:46:06.216931+00:00
FUZylORMyqk,179441,6299,38,2025-11-25T03:46:06.216934+00:00
FUeJUkAJ-Ic,6496,347,8,2025-11-25T03:46:06.216936+00:00
FWU8M_iUdlc,239,14,10,2025-11-25T03:46:06.216941+00:00
FWkYsjTSSrw,29047,93,0,2025-11-25T03:46:06.216943+00:00
FY6WoLwkEV0,45271,0,16,2025-11-25T03:46:06.216945+00:00
FYVd_PfymGM,4597,56,14,2025-11-25T03:46:06.216947+00:00
FccOK_tDc_8,340556,5630,1515,2025-11-25T03:46:06.216950+00:00
Fcqopu-2ra4,25673,0,12,2025-11-25T03:46:06.216952+00:00
Fd6i5WLLU0M,1706,13,0,2025-11-25T03:46:06.216954+00:00
FgPjR4rdQTE,611294,5795,54,2025-11-25T03:46:06.216957+00:00
FhINoO6mdek,74848,273,1,2025-11-25T03:46:06.216959+00:00
FiJ4dm3VnY0,593,0,9,2025-11-25T03:46:06.216961+00:00
FjdbbVszVhs,35411,412,0,2025-11-25T03:46:06.216963+00:00
FjhvdrqvFao,74,0,0,2025-11-25T03:46:06.216966+00:00
FkZYu4-qsL0,584433,8337,48,2025-11-25T03:46:06.216968+00:00
Fltb8lDT0Vc,37769,1072,5,2025-11-25T03:46:06.216970+00:00
FnLoiYu_cPQ,63891,1125,3,2025-11-25T03:46:06.216973+00:00
Fo1BtgEe5HM,1181,96,6,2025-11-25T03:46:06.216975+00:00
Fo_StLLo7jw,1666,0,10,2025-11-25T03:46:06.216978+00:00
Fp8AbyaLSso,55895,316,0,2025-11-25T03:46:06.819855+00:00
FrAqTTigz6Q,1100,0,2,2025-11-25T03:46:06.819873+00:00
FsLbbyf_Tlg,20581,199,0,2025-11-25T03:46:06.819877+00:00
FskB74juv5I,194,12,1,2025-11-25T03:46:06.819880+00:00
Fu-GnpBxmSI,964,12,0,2025-11-25T03:46:06.819882+00:00
FuIB98928as,791,20,2,2025-11-25T03:46:06.819885+00:00
Fv-p9N9beOE,71686,3556,47,2025-11-25T03:46:06.819888+00:00
FvgF0YWqkfM,1861,20,4,2025-11-25T03:46:06.819890+00:00
G1BbHp7aCvI,2,0,0,2025-11-25T03:46:06.819893+00:00
G28gdHZYZow,5046,345,14,2025-11-25T03:46:06.819896+00:00
G2GhDfQ6B_8,1430,60,2,2025-11-25T03:46:06.819898+00:00
G6oqFa8r6Qk,3579,20,3,2025-11-25T03:46:06.819901+00:00
G8mP-zqkt_E,11831,229,0,2025-11-25T03:46:06.819903+00:00
G9S8qZ0Bs-0,2917166,0,5,2025-11-25T03:46:06.819906+00:00
GC3NEH56uKQ,10425,275,3,2025-11-25T03:46:06.819908+00:00
GDAsIu1PzSc,7031,0,18,2025-11-25T03:46:06.819911+00:00
GFDn55viDPM,8853,677,58,2025-11-25T03:46:06.819914+00:00
GJ4rtImFL_c,35495,353,0,2025-11-25T03:46:06.819916+00:00
GJoL6vQYWg4,930,0,4,2025-11-25T03:46:06.819919+00:00
GKCh_u0_tM8,5844,41,18,2025-11-25T03:46:06.819921+00:00
GMnWLOZl0Ow,195016,290,5,2025-11-25T03:46:06.819924+00:00
GNKTDQ27Pcc,724,8,0,2025-11-25T03:46:06.819926+00:00
GPISysd8-wc,670,7,0,2025-11-25T03:46:06.819929+00:00
GTR7w3qanoI,496,0,0,2025-11-25T03:46:06.819931+00:00
GUCGc-efoLE,374,0,0,2025-11-25T03:46:06.819934+00:00
GZJAxxKhbFs,129,2,0,2025-11-25T03:46:06.819936+00:00
GZbehG3EU3I,8837862,0,133,2025-11-25T03:46:06.819939+00:00
GZcaLCxzo14,65645,382,1,2025-11-25T03:46:06.819942+00:00
G_qjl_0q3K0,556256,15194,586,2025-11-25T03:46:06.819945+00:00
GasgqNwCF0o,1395,16,1,2025-11-25T03:46:06.819947+00:00
Gcc5JEgW3Xw,144855,542,0,2025-11-25T03:46:06.819950+00:00
GcjjKRteUFs,22039,64,0,2025-11-25T03:46:06.819952+00:00
GdEd80vwlvk,2483,0,0,2025-11-25T03:46:06.819955+00:00
Gew7BExB_NA,9281,93,10,2025-11-25T03:46:06.819957+00:00
Gfjr9ZNc_ow,1301,10,0,2025-11-25T03:46:06.819960+00:00
GiXoedeDopQ,26682,463,0,2025-11-25T03:46:06.819962+00:00
GiuRjqEUcJs,2834327,64039,383,2025-11-25T03:46:06.819965+00:00
Giysx02PFQ0,82063,512,0,2025-11-25T03:46:06.819968+00:00
GlFkjq-fUo8,626,0,0,2025-11-25T03:46:06.819970+00:00
Gm8Uo9UoMac,9291,42,2,2025-11-25T03:46:06.819975+00:00
GmBfiV9yTXI,5469949,36329,41,2025-11-25T03:46:06.819978+00:00
Gmll7Ks1eMU,156144,0,131,2025-11-25T03:46:06.819981+00:00
GqHKJyA04_c,52924,0,3,2025-11-25T03:46:06.819984+00:00
GsdMi88PPyU,30915,0,0,2025-11-25T03:46:06.819986+00:00
GshkDfX-HSc,26541,894,9,2025-11-25T03:46:07.408660+00:00
GtVige8TyTM,1275,22,0,2025-11-25T03:46:07.408680+00:00
GuyN4r1zSfM,743,37,11,2025-11-25T03:46:07.408685+00:00
GxCY9LYoKEc,2470,41,0,2025-11-25T03:46:07.408688+00:00
GxbOyLV4vlk,2701,28,4,2025-11-25T03:46:07.408691+00:00
GyJQIvPW7L4,16747,108,8,2025-11-25T03:46:07.408694+00:00
GzGDLRVh-Bo,1121668,4937,269,2025-11-25T03:46:07.408697+00:00
Gz_H9qVQ_j0,49743,200,2,2025-11-25T03:46:07.408700+00:00
H-U5TU4eQ4Y,30469,2490,1,2025-11-25T03:46:07.408703+00:00
H13vXlQVGys,1903,18,57,2025-11-25T03:46:07.408705+00:00
H1w7mB0OCBs,11009,69,4,2025-11-25T03:46:07.408708+00:00
H4NM9R01pn4,30578,129,0,2025-11-25T03:46:07.408711+00:00
H89nLT3bqlw,68102,102,0,2025-11-25T03:46:07.408714+00:00
H8negQ6x4gM,136396,1735,3,2025-11-25T03:46:07.408717+00:00
H9ECJc0RNK0,3683,89,33,2025-11-25T03:46:07.408720+00:00
HBptzGyWbQs,223317,8606,36,2025-11-25T03:46:07.408722+00:00
HCyGHjfyJ1Y,977,11,0,2025-11-25T03:46:07.408724+00:00
HFwHWezhNVk,59354,0,3,2025-11-25T03:46:07.408727+00:00
HGNJYV6FAGA,4,0,0,2025-11-25T03:46:07.408729+00:00
HHZLy18nePs,202029,4639,40,2025-11-25T03:46:07.408731+00:00
HHr-0X9cFrc,2049,5,0,2025-11-25T03:46:07.408734+00:00
HJW7Goe0q1M,120117,619,9,2025-11-25T03:46:07.408736+00:00
HJXOMeNwpVY,127205,1174,12,2025-11-25T03:46:07.408738+00:00
HPT4-r0ur1A,19973,219,0,2025-11-25T03:46:07.408741+00:00
HQ9pm8BhvWI,291766,5227,7,2025-11-25T03:46:07.408743+00:00
HRrPMb-zIVw,1202664,35893,234,2025-11-25T03:46:07.408745+00:00
HVBllDlfzok,104958540,983681,1121,2025-11-25T03:46:07.408748+00:00
HZFh8en-Kbo,10311,55,2,2025-11-25T03:46:07.408750+00:00
HZvhYUzFKxc,51805,324,0,2025-11-25T03:46:07.408752+00:00
H_Ii1uE3SNI,726,7,0,2025-11-25T03:46:07.408755+00:00
H_rxFQgjeBg,23172,1112,435,2025-11-25T03:46:07.408757+00:00
Hb39uDjvTx8,1238,2,0,2025-11-25T03:46:07.408759+00:00
Hc27MdcukTY,1874,14,0,2025-11-25T03:46:07.408762+00:00
Hf7qabqhKkE,103479,5537,87,2025-11-25T03:46:07.408764+00:00
HgDc5a8hxTc,200442,935,2,2025-11-25T03:46:07.408766+00:00
HgxRSXqJdkc,38221,176,0,2025-11-25T03:46:07.408769+00:00
Hh1Wn8WUBrg,644544,2546,2,2025-11-25T03:46:07.408771+00:00
HmGnr4-LrK4,25700,826,1,2025-11-25T03:46:07.408773+00:00
HtEdUee9USo,177689,2987,12,2025-11-25T03:46:07.408775+00:00
Hv6VKolFqvY,283,2,0,2025-11-25T03:46:07.408778+00:00
HwuORertF3c,1124,16,0,2025-11-25T03:46:07.408780+00:00
Hx1oFSUpAPE,19817,57,0,2025-11-25T03:46:07.408782+00:00
HxwcGKcl7qE,1697,140,65,2025-11-25T03:46:07.408784+00:00
I0WkBrkWuF8,183047,0,7,2025-11-25T03:46:07.408787+00:00
I0aRDPhF3tE,1453,31,0,2025-11-25T03:46:07.408789+00:00
I2-MeaXHYis,410055,1607,1,2025-11-25T03:46:08.022948+00:00
I5LQzEzCLOc,2306,133,4,2025-11-25T03:46:08.022965+00:00
I6YXQIk4f5Y,64619,2525,11,2025-11-25T03:46:08.022969+00:00
I6nha-kgTgw,9932,20,0,2025-11-25T03:46:08.022972+00:00
I7gH175CwNQ,1050,5,0,2025-11-25T03:46:08.022975+00:00
I8qcoWnMlVc,209451,772,1,2025-11-25T03:46:08.022977+00:00
I9mgzU764Xg,22322,138,0,2025-11-25T03:46:08.022980+00:00
IA29YmOflcw,11324,0,0,2025-11-25T03:46:08.022983+00:00
IA7TsC1fyx8,91934,795,14,2025-11-25T03:46:08.022985+00:00
IBheM_nERFw,936,0,3,2025-11-25T03:46:08.022987+00:00
ICJqOqQ3VJY,3047,58,0,2025-11-25T03:46:08.022990+00:00
IDkQbD21Pzs,3698,61,4,2025-11-25T03:46:08.022992+00:00
IDljYggjwt4,2682,94,0,2025-11-25T03:46:08.022994+00:00
IDuadLt5im0,62645,604,0,2025-11-25T03:46:08.022997+00:00
IE71K6FukoQ,93480,1885,13,2025-11-25T03:46:08.022999+00:00
IFUA0MtuuIA,26424,634,3,2025-11-25T03:46:08.023002+00:00
IGUJtEE6j8w,6484,35,4,2025-11-25T03:46:08.023004+00:00
IGxPdakcC3o,1094,17,0,2025-11-25T03:46:08.023006+00:00
IH4g_COxMYA,41020,167,0,2025-11-25T03:46:08.023009+00:00
IK0tdxc51F0,6790218,19064,17,2025-11-25T03:46:08.023014+00:00
IKNu-gE3vIA,1372,11,0,2025-11-25T03:46:08.023016+00:00
IKkTXn6A2ow,102890,3454,24,2025-11-25T03:46:08.023018+00:00
IM0lqbfC4WI,35902,284,3,2025-11-25T03:46:08.023020+00:00
IMky5fy8_xA,3435,39,0,2025-11-25T03:46:08.023023+00:00
INCmQRNjMxI,1458521,4748,6,2025-11-25T03:46:08.023025+00:00
IOWH95m94mo,203537,0,2,2025-11-25T03:46:08.023027+00:00
IOdzThwUPPU,366356,1728,0,2025-11-25T03:46:08.023030+00:00
ISEgEBpsXkY,768,10,0,2025-11-25T03:46:08.023032+00:00
ISvk4dIk3IU,383,16,3,2025-11-25T03:46:08.023034+00:00
IThpmMbK67w,171749,4339,316,2025-11-25T03:46:08.023037+00:00
IUHyszSd0Gc,61933,194,0,2025-11-25T03:46:08.023039+00:00
IVjAkBEMGZ0,932,0,2,2025-11-25T03:46:08.023041+00:00
IXVYw4o-AKg,428504,3222,43,2025-11-25T03:46:08.023044+00:00
IZJ2OCydAN0,2235,53,1,2025-11-25T03:46:08.023046+00:00
Ia3PvoiUx28,951,85,5,2025-11-25T03:46:08.023048+00:00
IaKDfWCicEg,79681,469,6,2025-11-25T03:46:08.023050+00:00
IcI-lxlB5WU,1164,12,0,2025-11-25T03:46:08.023053+00:00
IdaDCqnCC8I,266730,2535,5,2025-11-25T03:46:08.023055+00:00
IfnIyhfiOlo,20072,78,0,2025-11-25T03:46:08.023059+00:00
IgTmOSKiNao,317,14,0,2025-11-25T03:46:08.023061+00:00
Ik9fKciPfn8,1559,12,0,2025-11-25T03:46:08.023063+00:00
IkB4t62EYog,707,5,0,2025-11-25T03:46:08.023065+00:00
IoVQEoDs2-4,1000,7,0,2025-11-25T03:46:08.023068+00:00
Ip75bCz0Bik,4066085,12452,4,2025-11-25T03:46:08.023070+00:00
IpdQ_SO6bFk,736,10,2,2025-11-25T03:46:08.023072+00:00
IqHBdWunTxw,18133,163,2,2025-11-25T03:46:08.023075+00:00
IqQAEOJLxvw,78112,455,98,2025-11-25T03:46:08.605892+00:00
IrE2jokrRuI,1018,11,2,2025-11-25T03:46:08.605910+00:00
Ivi0dZI1i-8,1260,31,0,2025-11-25T03:46:08.605914+00:00
Iwfzk1XYL7Q,425647,5698,4,2025-11-25T03:46:08.605918+00:00
IyPrSGlUtXo,19784,364,5,2025-11-25T03:46:08.605921+00:00
IyidBnpRyig,3391,27,0,2025-11-25T03:46:08.605924+00:00
IytBG5rbiYU,1188,16,0,2025-11-25T03:46:08.605927+00:00
IytaZcwaAHQ,3954,31,0,2025-11-25T03:46:08.605929+00:00
IzYJqnmBK8w,7882,36,0,2025-11-25T03:46:08.605932+00:00
J-XFQ_iR144,8959,49,0,2025-11-25T03:46:08.605935+00:00
J-cTcxKbwq0,16329,39,3,2025-11-25T03:46:08.605938+00:00
J-jPPiXL_rs,17855,115,0,2025-11-25T03:46:08.605941+00:00
J1DTpRjAfXU,827,0,2,2025-11-25T03:46:08.605944+00:00
J1FSsltGNDk,1996,42,15,2025-11-25T03:46:08.605947+00:00
J1qcxCUrLls,1557,16,2,2025-11-25T03:46:08.605950+00:00
J2_fYiRNsb8,5000,138,9,2025-11-25T03:46:08.605952+00:00
J3I52Dwhz9I,2616,7,0,2025-11-25T03:46:08.605955+00:00
J4Jd0kn2tZM,1370,19,0,2025-11-25T03:46:08.605958+00:00
J7X0ONC9n-0,400865,6244,248,2025-11-25T03:46:08.605961+00:00
J7w8dJTWhmE,19967,527,0,2025-11-25T03:46:08.605964+00:00
J9btVqNjjrI,6230,25,0,2025-11-25T03:46:08.605967+00:00
JCQzdfRv_6M,25677,287,7,2025-11-25T03:46:08.605970+00:00
JD5_-S6FikE,12520,380,3,2025-11-25T03:46:08.605972+00:00
JESB4Q3pKWU,981,6,0,2025-11-25T03:46:08.605975+00:00
JEszR7HtZ6g,819883,22685,71,2025-11-25T03:46:08.605978+00:00
JGBqkVnZfOQ,38425,609,1,2025-11-25T03:46:08.605981+00:00
JGexnL78IfA,12790,292,1,2025-11-25T03:46:08.605984+00:00
JIJ0JlIhR0g,119630,1330,51,2025-11-25T03:46:08.605987+00:00
JJusFKfrFp8,109897,0,52,2025-11-25T03:46:08.605989+00:00
JMPI2DBfvE8,693828,6118,31,2025-11-25T03:46:08.605992+00:00
JM_-i_HwA8E,16,1,0,2025-11-25T03:46:08.605995+00:00
JMlUfHXcikU,14167,12,0,2025-11-25T03:46:08.605998+00:00
JN79hbcANe8,439,0,0,2025-11-25T03:46:08.606001+00:00
JNuxwMXJHfg,141216,357,0,2025-11-25T03:46:08.606004+00:00
JOIbbl67aaM,39025,194,4,2025-11-25T03:46:08.606006+00:00
JOSfIQay6xw,29689,0,0,2025-11-25T03:46:08.606009+00:00
JSbKxHH3JOw,1129757,4047,2,2025-11-25T03:46:08.606012+00:00
JSj1EUSHW9c,17764,604,2,2025-11-25T03:46:08.606015+00:00
JU12Brd7epI,4510,0,1,2025-11-25T03:46:08.606018+00:00
JU7PIfxtEAU,41631,1133,16,2025-11-25T03:46:08.606021+00:00
JVbAqo_9xXc,1831,14,1,2025-11-25T03:46:08.606023+00:00
JY8ElBlFwjg,1325,17,0,2025-11-25T03:46:08.606026+00:00
JZxKr5o-lUo,4963,12,2,2025-11-25T03:46:08.606028+00:00
J_wmRfJk1ns,10660,45,0,2025-11-25T03:46:08.606030+00:00
JaZP9X8nd90,27,6,0,2025-11-25T03:46:08.606033+00:00
JdnhQRwhFgw,1305,14,2,2025-11-25T03:46:08.606035+00:00
Jf1GXAGQ-kc,42415,201,33,2025-11-25T03:46:09.198762+00:00
Jgh0TxD15gM,1170,3,0,2025-11-25T03:46:09.198782+00:00
Jis34-9nG40,3964,17,0,2025-11-25T03:46:09.198786+00:00
Jk3lXqNZC2I,181,2,2,2025-11-25T03:46:09.198790+00:00
JkyLgUFU7tY,133946,158,23,2025-11-25T03:46:09.198793+00:00
JnGJR_5xRRU,40899,157,0,2025-11-25T03:46:09.198796+00:00
JnibNw3a88M,1383,29,2,2025-11-25T03:46:09.198800+00:00
JoHbhFBrRno,64006,279,0,2025-11-25T03:46:09.198803+00:00
Jp_D9ckBKVU,246233,10117,42,2025-11-25T03:46:09.198806+00:00
Jr95W1VVuPw,1083,28,0,2025-11-25T03:46:09.198809+00:00
JsZKaI1EqqQ,27718,0,0,2025-11-25T03:46:09.198812+00:00
Jty0fer-GDI,2301,25,3,2025-11-25T03:46:09.198816+00:00
JwC6MauGWP0,952304,5510,2,2025-11-25T03:46:09.198819+00:00
Jx2CmJYurHY,908171,0,32,2025-11-25T03:46:09.198822+00:00
Jx5kQ2wdYLU,39860,0,0,2025-11-25T03:46:09.198825+00:00
JxzYvi-6E-Y,439,14,0,2025-11-25T03:46:09.198829+00:00
JzCeSFBPAwg,1806,14,0,2025-11-25T03:46:09.198832+00:00
K-RFYW3Ww34,43388,0,22,2025-11-25T03:46:09.198835+00:00
K06FP5nqnZw,1669,12,0,2025-11-25T03:46:09.198838+00:00
K0GuPT2fwnc,106813,297,3,2025-11-25T03:46:09.198841+00:00
K2tuB31egDA,28460,0,0,2025-11-25T03:46:09.198844+00:00
K34QKY-gmvA,1920,24,0,2025-11-25T03:46:09.198847+00:00
K3D1r8tGBhY,1146,0,0,2025-11-25T03:46:09.198851+00:00
K3kPXKd38-0,18703,0,0,2025-11-25T03:46:09.198854+00:00
K4mmEsXJlcI,193529,3518,34,2025-11-25T03:46:09.198857+00:00
K5PZKDXodl0,1943,23,5,2025-11-25T03:46:09.198860+00:00
K6uS-0T1Dsg,16761,567,14,2025-11-25T03:46:09.198863+00:00
K88LY-SwctY,113192,1503,36,2025-11-25T03:46:09.198866+00:00
K9ZtlSmdv9s,27055,0,0,2025-11-25T03:46:09.198869+00:00
KAOz26epgdc,906128,5658,4353,2025-11-25T03:46:09.198873+00:00
KAhFeLl8XQ8,510,3,0,2025-11-25T03:46:09.198876+00:00
KBT2COQ0l_w,13441,346,13,2025-11-25T03:46:09.198879+00:00
KBiRqdQtoCw,26195,117,0,2025-11-25T03:46:09.198882+00:00
KCUpoMOjQB8,223485,3463,15,2025-11-25T03:46:09.198885+00:00
KDYTHSxgGt8,1087,30,0,2025-11-25T03:46:09.198888+00:00
KES5tguLakU,1400,2,0,2025-11-25T03:46:09.198892+00:00
KFPjqWO48b8,11113,69,1,2025-11-25T03:46:09.198895+00:00
KFmP7oa5NhA,41769,999,6,2025-11-25T03:46:09.198897+00:00
KIDDSF0cSVc,1457,24,4,2025-11-25T03:46:09.198900+00:00
KJ0SQO6KwCQ,5684,31,2,2025-11-25T03:46:09.198903+00:00
KNcO5PaDIQg,1905684,54946,890,2025-11-25T03:46:09.198906+00:00
KOMewfP6mfg,51649,366,12,2025-11-25T03:46:09.198909+00:00
KOeUdOdWkeQ,48354,247,0,2025-11-25T03:46:09.198912+00:00
KP3ennNGGVg,17144,148,0,2025-11-25T03:46:09.198916+00:00
KPbtq7Z1STo,43102,0,1,2025-11-25T03:46:09.198919+00:00
KQRuhla60bQ,647,17,0,2025-11-25T03:46:09.198922+00:00
KS1fScFg0dw,950880,10680,52,2025-11-25T03:46:09.803556+00:00
KSC0fqPuAPA,4741164,72246,366,2025-11-25T03:46:09.803575+00:00
KTUsQF6bjLk,2959,42,3,2025-11-25T03:46:09.803579+00:00
KW66bk5cy-E,13359,75,0,2025-11-25T03:46:09.803582+00:00
KXMp8Augp84,62427,384,0,2025-11-25T03:46:09.803585+00:00
KYAGJvjH4To,25065,713,663,2025-11-25T03:46:09.803587+00:00
KYm1TjQeybU,139363,966,0,2025-11-25T03:46:09.803590+00:00
KZP3a8SLUEc,956,6,0,2025-11-25T03:46:09.803592+00:00
KZuww2ghHb4,1181,7,0,2025-11-25T03:46:09.803595+00:00
K_PZQzVv034,624,3,0,2025-11-25T03:46:09.803597+00:00
KczvUNRDczg,23709,144,0,2025-11-25T03:46:09.803600+00:00
Kd05a5vqxhQ,8745325,166744,376,2025-11-25T03:46:09.803603+00:00
